KP,Location,D_o,h,sigma_y,t_corr,f_tol,E,v,f_0
8821,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8822,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8823,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8824,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8825,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8826,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8827,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8828,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8829,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8830,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8831,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8832,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8833,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8834,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8835,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8836,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8837,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8838,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8839,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8840,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8841,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8842,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8843,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8844,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8845,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8846,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8847,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8848,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8849,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8850,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8851,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8852,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8853,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8854,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8855,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8856,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8857,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8858,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8859,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8860,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8861,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8862,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8863,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8864,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8865,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8866,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8867,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8868,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8869,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8870,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8871,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8872,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8873,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8874,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8875,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8876,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8877,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8878,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8879,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8880,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8881,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8882,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8883,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8884,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8885,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8886,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8887,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8888,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8889,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8890,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8891,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8892,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8893,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8894,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8895,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8896,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8897,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8898,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8899,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8900,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8901,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8902,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8903,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8904,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8905,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8906,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8907,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8908,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8909,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8910,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8911,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8912,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8913,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8914,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8915,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8916,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8917,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8918,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8919,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8920,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8921,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8922,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8923,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8924,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8925,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8926,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8927,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8928,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8929,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8930,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8931,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8932,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8933,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8934,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8935,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8936,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8937,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8938,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8939,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8940,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8941,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8942,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8943,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8944,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8945,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8946,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8947,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8948,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8949,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8950,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8951,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8952,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8953,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8954,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8955,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8956,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8957,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8958,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8959,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8960,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8961,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8962,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8963,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8964,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8965,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8966,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8967,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8968,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8969,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8970,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8971,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8972,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8973,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8974,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8975,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8976,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8977,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8978,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8979,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8980,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8981,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8982,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8983,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8984,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8985,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8986,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8987,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8988,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8989,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8990,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8991,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8992,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8993,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8994,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8995,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8996,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8997,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8998,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
8999,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9000,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9001,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9002,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9003,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9004,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9005,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9006,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9007,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9008,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9009,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9010,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9011,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9012,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9013,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9014,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9015,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9016,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9017,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9018,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9019,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9020,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9021,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9022,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9023,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9024,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9025,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9026,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9027,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9028,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9029,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9030,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9031,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9032,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9033,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9034,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9035,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9036,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9037,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9038,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9039,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9040,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9041,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9042,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9043,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9044,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9045,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9046,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9047,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9048,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9049,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9050,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9051,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9052,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9053,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9054,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9055,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9056,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9057,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9058,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9059,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9060,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9061,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9062,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9063,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9064,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9065,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9066,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9067,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9068,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9069,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9070,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9071,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9072,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9073,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9074,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9075,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9076,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9077,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9078,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9079,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9080,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9081,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9082,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9083,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9084,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9085,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9086,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9087,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9088,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9089,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9090,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9091,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9092,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9093,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9094,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9095,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9096,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9097,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9098,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9099,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9100,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9101,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9102,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9103,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9104,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9105,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9106,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9107,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9108,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9109,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9110,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9111,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9112,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9113,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9114,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9115,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9116,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9117,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9118,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9119,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9120,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9121,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9122,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9123,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9124,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9125,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9126,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9127,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9128,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9129,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9130,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9131,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9132,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9133,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9134,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9135,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9136,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9137,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9138,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9139,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9140,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9141,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9142,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9143,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
9144,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
